taxon_name,level,novelty_factor,taxid,lineage,lineage_taxids
Frateuria,genus,0.667,70411,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Frateuria,131567;2;3379134;1224;1236;135614;1775411;70411
Mumia,genus,0.273,1546255,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Mumia,131567;2;1783272;201174;1760;85009;85015;1546255
Silanimonas,genus,9.5,292713,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Silanimonas,131567;2;3379134;1224;1236;135614;32033;292713
Pleomorphomonas,genus,1.091,261933,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Pleomorphomonas,131567;2;3379134;1224;28211;356;2843308;261933
Parasporobacterium,genus,0.333,115543,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Parasporobacterium,131567;2;1783272;1239;186801;3085636;186803;115543
Verrucomicrobium,genus,3.714,2735,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium,131567;2;3379134;1783257;74201;203494;48461;203557;2735
Haloquadratum,genus,8.667,293431,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Haloquadratum,131567;2157;3366610;28890;2290931;183963;2235;1644056;293431
Asanoa,genus,1.182,195964,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Asanoa,131567;2;1783272;201174;1760;85008;28056;195964
Tepidiphilus,genus,1.571,203470,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Hydrogenophilia;Hydrogenophilales;Hydrogenophilaceae;Tepidiphilus,131567;2;3379134;1224;2008785;119069;206349;203470
Methylomagnum,genus,4.5,1760987,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomagnum,131567;2;3379134;1224;1236;135618;403;1760987
Sabulilitoribacter,genus,0.333,369400,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flaviramulus,131567;2;3379134;1783270;68336;976;117743;200644;49546;369400
Pontibacillus,genus,1.0,289201,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Pontibacillus,131567;2;1783272;1239;91061;1385;186817;289201
Inhella,genus,0.4,644355,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Inhella,131567;2;3379134;1224;28216;80840;2975441;644355
Marinospirillum,genus,1.25,64968,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinospirillum,131567;2;3379134;1224;1236;135619;135620;64968
Parasaccharibacter,genus,0.25,1602345,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Parasaccharibacter,131567;2;3379134;1224;28211;3120395;433;1602345
Aquincola,genus,0.833,391952,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Aquincola,131567;2;3379134;1224;28216;80840;2975441;391952
Ewingella,genus,0.75,41201,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Ewingella,131567;2;3379134;1224;1236;91347;1903411;41201
Desemzia,genus,1.25,82800,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Desemzia,131567;2;1783272;1239;91061;186826;186828;82800
Viridibacillus,genus,0.273,496496,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae;Viridibacillus,131567;2;1783272;1239;91061;1385;186818;496496
Ursidibacter,genus,1.5,1855419,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Ursidibacter,131567;2;3379134;1224;1236;135625;712;1855419
Pseudobacillus,genus,0.2,108525,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Pseudobacillus,131567;2;1783272;1239;91061;1385;186817;108525
Thermogutta,genus,7.333,1676125,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Thermoguttaceae;Thermogutta,131567;2;3379134;1783257;203682;203683;2691354;2691358;1676125
Halococcus,genus,2.231,2249,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Halococcaceae;Halococcus,131567;2157;3366610;28890;2290931;183963;2235;1963270;2249
Beggiatoa,genus,3.75,1021,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Beggiatoa,131567;2;3379134;1224;1236;72273;135617;1021
Spirulina,genus,1.091,551299,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Spirulida;Spirulina,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447;6605;6606;215450;551289;551299
Halalkalicoccus,genus,0.2,332246,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Halococcaceae;Halalkalicoccus,131567;2157;3366610;28890;2290931;183963;2235;1963270;332246
Inquilinus,genus,3.125,171673,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Inquilinus,131567;2;3379134;1224;28211;204441;41295;171673
Flammeovirga,genus,0.455,59739,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga,131567;2;3379134;1783270;68336;976;768503;768507;200667;59739
Halochromatium,genus,5.2,85074,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium,131567;2;3379134;1224;1236;135613;1046;85074
Halapricum,genus,5.8,1542963,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halapricum,131567;2157;3366610;28890;2290931;183963;2235;1963268;1542963
Hyphobacterium,genus,0.556,2004661,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Hyphobacterium,131567;2;3379134;1224;28211;2800059;2800061;2004661
Pelagibius,genus,3.857,643951,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodovibrionaceae;Pelagibius,131567;2;3379134;1224;28211;204441;2844403;643951
Galbibacter,genus,0.667,379068,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Galbibacter,131567;2;3379134;1783270;68336;976;117743;200644;49546;379068
Agreia,genus,0.2,110934,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agreia,131567;2;1783272;201174;1760;85006;85023;110934
Thiogranum,genus,21.333,1617886,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thiogranum,131567;2;3379134;1224;1236;135613;72276;1617886
Nitrospirillum,genus,0.571,1543705,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Nitrospirillum,131567;2;3379134;1224;28211;204441;2829815;1543705
Methanofollis,genus,0.6,81416,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanofollis,131567;2157;3366610;28890;2290931;224756;2191;2194;81416
Caloramator,genus,3.0,44258,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Caloramator,131567;2;1783272;1239;186801;186802;31979;44258
Azohydromonas,genus,0.5,312063,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Azohydromonas,131567;2;3379134;1224;28216;80840;2975441;312063
Lactonifactor,genus,0.125,420345,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Lactonifactor,131567;2;1783272;1239;186801;186802;31979;420345
Haematospirillum,genus,0.4,1804663,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Novispirillaceae;Haematospirillum,131567;2;3379134;1224;28211;204441;3031145;1804663
Kibdelosporangium,genus,0.429,2029,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Kibdelosporangium,131567;2;1783272;201174;1760;85010;2070;2029
Pontibacterium,genus,1.0,2036025,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pontibacterium,131567;2;3379134;1224;1236;135619;135620;2036025
Catenuloplanes,genus,0.3,33874,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Catenuloplanes,131567;2;1783272;201174;1760;85008;28056;33874
Alkalispirochaeta,genus,3.8,2024958,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Alkalispirochaeta,131567;2;3379134;203691;203692;136;137;2024958
Olivibacter,genus,1.385,376469,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Olivibacter,131567;2;3379134;1783270;68336;976;117747;200666;84566;376469
Aliiglaciecola,genus,0.833,1406885,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aliiglaciecola,131567;2;3379134;1224;1236;135622;72275;1406885
Oceanobacter,genus,1.8,196079,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oceanobacter,131567;2;3379134;1224;1236;135619;135620;196079
Ilyobacter,genus,1.0,167639,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Ilyobacter,131567;2;3384189;32066;203490;203491;203492;167639
Wenyingzhuangia,genus,0.75,1518147,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Wenyingzhuangia,131567;2;3379134;1783270;68336;976;117743;200644;49546;1518147
Planomonospora,genus,0.125,1998,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Planomonospora,131567;2;1783272;201174;1760;85012;2004;1998
Bythopirellula,genus,5.25,1400386,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Bythopirellula,131567;2;3379134;1783257;203682;203683;2691354;2691359;1400386
Rugamonas,genus,0.071,212744,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Telluria group;Rugamonas,131567;2;3379134;1224;28216;80840;75682;2895353;212744
Aestuariivita,genus,0.333,1608457,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Aestuariivita,131567;2;3379134;1224;28211;204455;31989;1608457
Gilvimarinus,genus,0.727,940550,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Gilvimarinus,131567;2;3379134;1224;1236;1706369;1706371;940550
Trichlorobacter,genus,2.0,115782,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae;Trichlorobacter,131567;2;3379134;200940;3031651;3031668;213422;115782
Natronohydrobacter,genus,0.333,87171,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Natronohydrobacter,131567;2;3379134;1224;28211;204455;31989;87171
Caldanaerobacter,genus,14.0,249529,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter,131567;2;1783272;1239;186801;68295;186814;249529
Fibrella,genus,1.2,861914,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Spirosomataceae;Fibrella,131567;2;3379134;1783270;68336;976;768503;768507;2896860;861914
Iodobacter,genus,0.125,32014,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae;Iodobacter,131567;2;3379134;1224;28216;206351;2897177;32014
Bhargavaea,genus,1.286,941338,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae;Bhargavaea,131567;2;1783272;1239;91061;1385;186818;941338
Deefgea,genus,0.857,400947,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Chitinibacteraceae;Deefgea,131567;2;3379134;1224;28216;206351;2897177;400947
Imperialibacter,genus,2.833,1649461,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Imperialibacter,131567;2;3379134;1783270;68336;976;768503;768507;200667;1649461
Kouleothrix,genus,5.5,186475,cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexineae;Roseiflexaceae;Kouleothrix,131567;2;1783272;200795;32061;32064;1508595;1508635;186475
Succinimonas,genus,1.5,83768,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinimonas,131567;2;3379134;1224;1236;135624;83763;83768
Echinicola,genus,0.909,390846,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola,131567;2;3379134;1783270;68336;976;768503;768507;563798;390846
Hydrogenobaculum,genus,3.0,168657,cellular organisms;Bacteria;Pseudomonadati;Aquificota;Aquificia;Aquificales;Aquificaceae;Hydrogenobaculum,131567;2;3379134;200783;187857;32069;64898;168657
Naasia,genus,0.5,1434022,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Naasia,131567;2;1783272;201174;1760;85006;85023;1434022
Halodesulfovibrio,genus,2.0,1912771,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio,131567;2;3379134;200940;3031449;213115;194924;1912771
Maribius,genus,0.25,315422,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Palleronia,131567;2;3379134;1224;28211;204455;2854170;315422
Propionimicrobium,genus,0.6,203133,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Propionimicrobium,131567;2;1783272;201174;1760;85009;31957;203133
Palleronia,genus,0.25,315422,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Palleronia,131567;2;3379134;1224;28211;204455;2854170;315422
Sulfuricaulis,genus,3.0,1744881,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfuricaulis,131567;2;3379134;1224;1236;1692040;1692041;1744881
Rivicola,genus,4.0,1649488,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Aquaspirillaceae;Rivihabitans,131567;2;3379134;1224;28216;206351;2897176;1649488
Salinarchaeum,genus,2.8,1269201,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natronoarchaeaceae;Salinarchaeum,131567;2157;3366610;28890;2290931;183963;2235;2976354;1269201
Lutimonas,genus,2.8,449810,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lutimonas,131567;2;3379134;1783270;68336;976;117743;200644;49546;449810
Kushneria,genus,0.5,504090,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Kushneria,131567;2;3379134;1224;1236;135619;28256;504090
Syntrophaceticus,genus,8.0,862071,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Syntrophaceticus,131567;2;1783272;1239;186801;68295;543371;862071
Leucothrix,genus,2.0,3403850,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Tephritoidea;Tephritidae;Tephritinae;Tephrellini;Leucothrix,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7203;43733;480118;480117;43738;43741;43752;7211;43866;164874;3403850
Rivularia,genus,1.5,2023769,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Architaenioglossa;Viviparoidea;Viviparidae;Rivularia,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447;6448;69555;75116;2219557;54976;2023769
Dictyoglomus,genus,1.4,13,cellular organisms;Bacteria;Pseudomonadati;Dictyoglomota;Dictyoglomia;Dictyoglomales;Dictyoglomaceae;Dictyoglomus,131567;2;3379134;68297;203486;203487;203488;13
Mesoaciditoga,genus,4.0,1495038,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae;Mesoaciditogales;Mesoaciditogaceae;Mesoaciditoga,131567;2;3384194;200918;188708;1769716;1769717;1495038
Donghicola,genus,1.714,393277,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Donghicola,131567;2;3379134;1224;28211;204455;2854170;393277
Sedimentitalea,genus,1.125,1541818,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Sedimentitalea,131567;2;3379134;1224;28211;204455;31989;1541818
Hwanghaeicola,genus,0.167,315422,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Palleronia,131567;2;3379134;1224;28211;204455;2854170;315422
Peptococcus,genus,8.5,2740,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus,131567;2;1783272;1239;186801;186802;186807;2740
Methylocapsa,genus,0.625,184923,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocapsa,131567;2;3379134;1224;28211;356;45404;184923
Actinopolyspora,genus,0.583,1849,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinopolysporales;Actinopolysporaceae;Actinopolyspora,131567;2;1783272;201174;1760;622450;622451;1849
Hydrogenophilus,genus,3.667,70774,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Hydrogenophilia;Hydrogenophilales;Hydrogenophilaceae;Hydrogenophilus,131567;2;3379134;1224;2008785;119069;206349;70774
Gaetbulibacter,genus,1.455,311207,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gaetbulibacter,131567;2;3379134;1783270;68336;976;117743;200644;49546;311207
Natronococcus,genus,1.0,29287,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae;Natronococcus,131567;2157;3366610;28890;2290931;183963;2235;1644061;29287
Afifella,genus,1.375,643217,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Afifellaceae;Afifella,131567;2;3379134;1224;28211;356;2829802;643217
Snowella,genus,3.667,283821,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Coelosphaeriaceae;Snowella,131567;2;1783272;1798711;1117;3028117;1890424;1890430;283821
Pseudoglutamicibacter,genus,1.0,1742991,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Pseudoglutamicibacter,131567;2;1783272;201174;1760;85006;1268;1742991
Roseofilum,genus,0.333,1233426,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Desertifilales;Desertifilaceae;Roseofilum,131567;2;1783272;1798711;1117;3028117;3039989;1969992;1233426
Mordavella,genus,1.0,1981033,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Mordavella,131567;2;1783272;1239;186801;186802;31979;1981033
Jiangella,genus,0.75,281472,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Jiangellales;Jiangellaceae;Jiangella,131567;2;1783272;201174;1760;1217098;1217100;281472
Desulfococcus,genus,1.8,896,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfococcaceae;Desulfococcus,131567;2;3379134;200940;3024418;213118;2931039;896
Galbitalea,genus,3.0,1484107,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Galbitalea,131567;2;1783272;201174;1760;85006;85023;1484107
Marinimicrobium,genus,1.833,359337,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinimicrobium,131567;2;3379134;1224;1236;1706369;1706371;359337
Dictyobacter,genus,0.333,2024965,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Dictyobacteraceae;Dictyobacter,131567;2;1783272;200795;388447;388448;2571193;2024965
Adhaeribacter,genus,7.5,299566,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter,131567;2;3379134;1783270;68336;976;768503;768507;1853232;299566
Parascardovia,genus,0.5,196082,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Parascardovia,131567;2;1783272;201174;1760;85004;31953;196082
Frondihabitans,genus,0.462,447237,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frondihabitans,131567;2;1783272;201174;1760;85006;85023;447237
Enteractinococcus,genus,1.2,1164863,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Enteractinococcus,131567;2;1783272;201174;1760;85006;1268;1164863
Glaciimonas,genus,0.25,1229970,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Glaciimonas,131567;2;3379134;1224;28216;80840;75682;1229970
Ketobacter,genus,4.6,2025617,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Ketobacteraceae;Ketobacter,131567;2;3379134;1224;1236;72274;3085096;2025617
Limnothrix,genus,1.833,132605,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Pseudanabaenales;Pseudanabaenaceae;Limnothrix,131567;2;1783272;1798711;1117;3028117;2881377;1890436;132605
Marinitoga,genus,0.692,160798,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga,131567;2;3384194;200918;188708;1643947;1643949;160798
Epibacterium,genus,1.4,1649279,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Epibacterium,131567;2;3379134;1224;28211;204455;2854170;1649279
Paraliobacillus,genus,1.125,200903,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Paraliobacillus,131567;2;1783272;1239;91061;1385;186817;200903
Methanocalculus,genus,2.444,71151,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanocalculaceae;Methanocalculus,131567;2157;3366610;28890;2290931;224756;2191;1460864;71151
Acetoanaerobium,genus,5.5,186831,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Filifactoraceae;Acetoanaerobium,131567;2;1783272;1239;186801;3082720;3118655;186831
Niveibacterium,genus,0.857,1769726,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Niveibacterium,131567;2;3379134;1224;28216;206389;75787;1769726
Halomicrobium,genus,3.667,203135,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halomicrobium,131567;2157;3366610;28890;2290931;183963;2235;1963268;203135
Halogeometricum,genus,1.25,60846,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Halogeometricum,131567;2157;3366610;28890;2290931;183963;2235;1644056;60846
Halorhabdus,genus,0.6,146825,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halorhabdus,131567;2157;3366610;28890;2290931;183963;2235;1963268;146825
Oceanithermus,genus,1.0,208447,cellular organisms;Bacteria;Thermotogati;Deinococcota;Deinococci;Thermales;Thermaceae;Oceanithermus,131567;2;3384194;1297;188787;68933;188786;208447
Ruania,genus,0.333,626119,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Ruaniaceae;Ruania,131567;2;1783272;201174;1760;85006;1331736;626119
Savagea,genus,0.667,1655429,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae;Savagea,131567;2;1783272;1239;91061;1385;186818;1655429
