taxon_name,level,novelty_factor,taxid,lineage,lineage_taxids
Lawsonia,genus,1.0,1091138,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Curculionoidea;Anthribidae;Anthribinae;Platystomini;Lawsonia,131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41084;41088;71529;110015;166894;197007;1091138
Larkinella,genus,1.727,332157,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Spirosomataceae;Larkinella,131567;2;3379134;1783270;68336;976;768503;768507;2896860;332157
Pseudoramibacter,genus,1.667,113286,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Pseudoramibacter,131567;2;1783272;1239;186801;186802;186806;113286
Geminicoccus,genus,1.2,489140,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Geminicoccales;Geminicoccaceae;Geminicoccus,131567;2;3379134;1224;28211;3108222;2066434;489140
Phreatobacter,genus,7.5,1632780,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phreatobacteraceae;Phreatobacter,131567;2;3379134;1224;28211;356;2843305;1632780
Fenollaria,genus,2.4,1686313,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales incertae sedis;Fenollaria,131567;2;1783272;1239;186801;186802;538999;1686313
Caldisphaera,genus,4.0,200414,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Acidilobales;Caldisphaeraceae;Caldisphaera,131567;2157;1783275;28889;183924;871006;255472;200414
Desulfatibacillum,genus,2.0,218207,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfatibacillaceae;Desulfatibacillum,131567;2;3379134;200940;3024418;213118;3031627;218207
Halosiccatus,genus,0.111,203135,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloarculaceae;Halomicrobium,131567;2157;3366610;28890;2290931;183963;2235;1963268;203135
Aminipila,genus,0.2,2060094,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Aminipila,131567;2;1783272;1239;186801;3082720;543314;2060094
Byssovorax,genus,0.5,224459,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Byssovorax,131567;2;3379134;2818505;3031711;3031712;49;224459
Lamprocystis,genus,2.0,424207,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Helicina;Gastrodontoidea;Microcystidae;Lamprocystis,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447;6448;216305;216307;977775;120490;6527;216366;424193;424206;424207
Halocynthiibacter,genus,0.5,1579315,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Halocynthiibacter,131567;2;3379134;1224;28211;204455;31989;1579315
Pelobium,genus,2.0,1903173,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pelobium,131567;2;3379134;1783270;68336;976;117747;200666;84566;1903173
Austwickia,genus,0.5,1184606,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Dermatophilaceae;Austwickia,131567;2;1783272;201174;1760;85006;85018;1184606
Flavivirga,genus,0.2,1209327,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavivirga,131567;2;3379134;1783270;68336;976;117743;200644;49546;1209327
Dielma,genus,22.0,1472649,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Dielma,131567;2;1783272;1239;526524;526525;128827;1472649
Saccharophagus,genus,1.333,316625,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Saccharophagus,131567;2;3379134;1224;1236;1706369;1706371;316625
Planotetraspora,genus,0.143,58120,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Planotetraspora,131567;2;1783272;201174;1760;85012;2004;58120
Anaerobacillus,genus,2.3,704093,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Anaerobacillus,131567;2;1783272;1239;91061;1385;186817;704093
Mobilibacterium,genus,0.5,1935192,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Mobilibacterium,131567;2;1783272;1239;186801;3082720;543314;1935192
Friedmanniella,genus,4.667,53387,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Friedmanniella,131567;2;1783272;201174;1760;85009;85015;53387
Tahibacter,genus,2.0,1453544,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Tahibacter,131567;2;3379134;1224;1236;135614;1775411;1453544
Paraeggerthella,genus,0.25,651554,cellular organisms;Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Paraeggerthella,131567;2;1783272;201174;84998;1643822;1643826;651554
Polycyclovorans,genus,11.333,1274363,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Nevskiales;Nevskiaceae;Polycyclovorans,131567;2;3379134;1224;1236;1775403;568386;1274363
Elstera,genus,1.0,1091044,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Elstera,131567;2;3379134;1224;28211;204441;41295;1091044
Halanaeroarchaeum,genus,1.333,1656823,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Halobacteriaceae;Halanaeroarchaeum,131567;2157;3366610;28890;2290931;183963;2235;2236;1656823
Shuttleworthia,genus,14.25,177971,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Shuttleworthella,131567;2;1783272;1239;186801;3085636;186803;177971
Actinospica,genus,10.6,414715,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Catenulisporales;Actinospicaceae;Actinospica,131567;2;1783272;201174;1760;414714;414713;414715
Cysteiniphilum,genus,0.714,2056696,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Fastidiosibacteraceae;Cysteiniphilum,131567;2;3379134;1224;1236;72273;2056687;2056696
Brooklawnia,genus,1.0,369926,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Brooklawnia,131567;2;1783272;201174;1760;85009;31957;369926
Thiohalophilus,genus,20.667,445670,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiohalomonadales;Thiohalophilaceae;Thiohalophilus,131567;2;3379134;1224;1236;3084968;3084970;445670
Limibaculum,genus,38.5,2036011,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Limibaculum,131567;2;3379134;1224;28211;204455;31989;2036011
Belliella,genus,0.556,232244,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Belliella,131567;2;3379134;1783270;68336;976;768503;768507;563798;232244
Thalassococcus,genus,1.857,436357,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Thalassococcus,131567;2;3379134;1224;28211;204455;2854170;436357
Candidimonas,genus,1.4,1074468,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Candidimonas,131567;2;3379134;1224;28216;80840;506;1074468
Symbiobacterium,genus,8.667,2733,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Symbiobacteriaceae;Symbiobacterium,131567;2;1783272;1239;186801;186802;543349;2733
Actinopolymorpha,genus,0.778,117156,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Actinopolymorphaceae;Actinopolymorpha,131567;2;1783272;201174;1760;85009;2805400;117156
Marinagarivorans,genus,0.667,1792291,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinagarivorans,131567;2;3379134;1224;1236;1706369;1706371;1792291
Oceanicoccus,genus,1.0,1084558,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Oceanicoccus,131567;2;3379134;1224;1236;1706369;1706375;1084558
Desulfurivibrio,genus,5.833,427922,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfurivibrio,131567;2;3379134;200940;3031451;3024411;213121;427922
Pyruvatibacter,genus,1.667,1742974,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Pyruvatibacter,131567;2;3379134;1224;28211;356;2813035;1742974
Salipaludibacillus,genus,1.5,1884449,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Salipaludibacillus,131567;2;1783272;1239;91061;1385;186817;1884449
Tropicimonas,genus,3.182,599652,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Tropicimonas,131567;2;3379134;1224;28211;204455;2854170;599652
Parasphingopyxis,genus,1.5,1234545,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Parasphingopyxis,131567;2;3379134;1224;28211;204457;41297;1234545
Solirubrobacter,genus,12.444,207599,cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter,131567;2;1783272;201174;1497346;588673;320599;207599
Quadrisphaera,genus,3.625,317661,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Quadrisphaera,131567;2;1783272;201174;1760;622452;83778;317661
Pelagimonas,genus,0.4,1434029,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Pelagimonas,131567;2;3379134;1224;28211;204455;2854170;1434029
Caldisericum,genus,8.4,693074,cellular organisms;Bacteria;Pseudomonadati;Caldisericota/Cryosericota group;Caldisericota;Caldisericia;Caldisericales;Caldisericaceae;Caldisericum,131567;2;3379134;2498710;67814;693071;693072;693073;693074
Xenophilus,genus,0.375,151754,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Xenophilus,131567;2;3379134;1224;28216;80840;80864;151754
Desulfarculus,genus,1.0,453229,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfarculia;Desulfarculales;Desulfarculaceae;Desulfarculus,131567;2;3379134;200940;3031646;453227;453228;453229
Tomitella,genus,0.6,741759,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriales incertae sedis;Tomitella,131567;2;1783272;201174;1760;85007;697024;741759
Blastochloris,genus,0.6,59282,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Blastochloridaceae;Blastochloris,131567;2;3379134;1224;28211;356;2831090;59282
Vicingus,genus,23.0,2058169,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Vicingaceae;Vicingus,131567;2;3379134;1783270;68336;976;117743;200644;2772534;2058169
Anaerovorax,genus,48.5,109326,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Anaerovorax,131567;2;1783272;1239;186801;3082720;543314;109326
Klenkia,genus,0.375,2183612,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Geodermatophilales;Geodermatophilaceae;Klenkia,131567;2;1783272;201174;1760;1643682;85030;2183612
Brasilonema,genus,0.5,383614,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Scytonemataceae;Brasilonema,131567;2;1783272;1798711;1117;3028117;1161;1182;383614
Methyloglobulus,genus,7.5,1410680,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methyloglobulus,131567;2;3379134;1224;1236;135618;403;1410680
Paracraurococcus,genus,1.0,77674,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Paracraurococcus,131567;2;3379134;1224;28211;3120395;3385906;77674
Anaerosalibacter,genus,2.75,1347386,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Sporanaerobacteraceae;Anaerosalibacter,131567;2;1783272;1239;1737404;1737405;2992718;1347386
Umezawaea,genus,0.167,583360,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Umezawaea,131567;2;1783272;201174;1760;85010;2070;583360
Desulfatiglans,genus,123.667,1549126,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfatiglandales;Desulfatiglandaceae;Desulfatiglans,131567;2;3379134;200940;3024418;3024414;3079273;1549126
Litorimonas,genus,1.2,1167830,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Maricaulales;Robiginitomaculaceae;Litorimonas,131567;2;3379134;1224;28211;2800059;2800062;1167830
Kosmotoga,genus,1.2,651456,cellular organisms;Bacteria;Thermotogati;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;Kosmotoga,131567;2;3384194;200918;188708;1643946;1643948;651456
Moheibacter,genus,6.4,1572763,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Moheibacter,131567;2;3379134;1783270;68336;976;117743;200644;2762318;1572763
Panacagrimonas,genus,2.0,381430,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Nevskiales;Nevskiaceae;Panacagrimonas,131567;2;3379134;1224;1236;1775403;568386;381430
Ancylomarina,genus,0.143,1970195,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Marinilabiliales;Marinifilaceae;Ancylomarina,131567;2;3379134;1783270;68336;976;200643;1970189;1573805;1970195
Pelagicoccus,genus,4.0,455433,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Puniceicoccales;Pelagicoccaceae;Pelagicoccus,131567;2;3379134;1783257;74201;414999;415001;3056372;455433
Silvanigrella,genus,8.5,2024975,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Oligoflexia;Silvanigrellales;Silvanigrellaceae;Silvanigrella,131567;2;3379134;3018035;1553900;2024973;2024974;2024975
Globicatella,genus,1.75,13075,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Globicatella,131567;2;1783272;1239;91061;186826;186827;13075
Breoghania,genus,1.75,1406135,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Breoghania,131567;2;3379134;1224;28211;356;2821832;1406135
Alkalilimnicola,genus,0.5,133193,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Alkalilimnicola,131567;2;3379134;1224;1236;135613;72276;133193
Flectobacillus,genus,2.167,101,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Flectobacillaceae;Flectobacillus,131567;2;3379134;1783270;68336;976;768503;768507;3141701;101
Oligoflexus,genus,7.333,1553903,cellular organisms;Bacteria;Pseudomonadati;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;Oligoflexus,131567;2;3379134;3018035;1553900;1553901;1553902;1553903
Brevifollis,genus,2.5,1383070,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;Brevifollis,131567;2;3379134;1783257;74201;203494;48461;203557;1383070
Haematobacter,genus,1.0,366614,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Haematobacter,131567;2;3379134;1224;28211;204455;31989;366614
Hyunsoonleella,genus,0.556,1080193,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Hyunsoonleella,131567;2;3379134;1783270;68336;976;117743;200644;49546;1080193
Oxalicibacterium,genus,1.0,223927,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalicibacterium,131567;2;3379134;1224;28216;80840;75682;223927
Obesumbacterium,genus,2.0,82982,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Obesumbacterium,131567;2;3379134;1224;1236;91347;1903412;82982
Lyngbya,genus,2.625,28073,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Lyngbya,131567;2;1783272;1798711;1117;3028117;1301283;1150;1892252;28073
Seonamhaeicola,genus,0.9,1649495,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Seonamhaeicola,131567;2;3379134;1783270;68336;976;117743;200644;49546;1649495
Microtetraspora,genus,0.125,1995,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Microtetraspora,131567;2;1783272;201174;1760;85012;2004;1995
Halomarina,genus,2.143,871740,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natronomonadaceae;Halomarina,131567;2157;3366610;28890;2290931;183963;2235;3402413;871740
Methanocella,genus,6.333,570266,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanocellales;Methanocellaceae;Methanocella,131567;2157;3366610;28890;2290931;224756;570264;570265;570266
Methanimicrococcus,genus,2.125,91559,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanimicrococcus,131567;2157;3366610;28890;2290931;224756;94695;2206;91559
Hydromonas,genus,1.0,1910924,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Hydromonas,131567;2;3379134;1224;28216;80840;119060;1910924
Thermoanaerobaculum,genus,14.0,1434048,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Thermoanaerobaculum,131567;2;3379134;57723;1562571;2562241;2562242;1434048
Acidaminobacter,genus,10.75,65402,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Acidaminobacteraceae;Acidaminobacter,131567;2;1783272;1239;186801;3082720;3118653;65402
Acidihalobacter,genus,1.667,1765964,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Acidihalobacter,131567;2;3379134;1224;1236;135613;72276;1765964
Thioploca,genus,0.5,40751,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thioploca,131567;2;3379134;1224;1236;72273;135617;40751
