taxon_name,level,novelty_factor,source_domain,census_taxid,census_otu_count,census_size_count,ncbi_genome_count,ncbi_species_count,domain,kingdom,subkingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,parvorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,strain,clade,no rank,cohort,section,species group,subcohort,subsection,varietas
Euglena_geniculata:plas.Chloroplast,genus,9999.0,Unknown,38274.0,2,5,0,0,Eukaryota,,,Euglenozoa,,,Euglenida,Euglenophyceae,,,Euglenales,,,,,Euglenaceae,,,,Euglena,,Euglena geniculata,,,Spirocuta,,,,,,,
Euglena_deses:plas.Chloroplast,genus,9999.0,Unknown,66845.0,3,10,0,0,Eukaryota,,,Euglenozoa,,,Euglenida,Euglenophyceae,,,Euglenales,,,,,Euglenaceae,,,,Euglena,,Euglena deses,,,Spirocuta,,,,,,,
Euglena_deses.Chloroplast,genus,9999.0,Unknown,66845.0,1,1,0,0,Eukaryota,,,Euglenozoa,,,Euglenida,Euglenophyceae,,,Euglenales,,,,,Euglenaceae,,,,Euglena,,Euglena deses,,,Spirocuta,,,,,,,
Euglena_cf._velata_JIK-2015.Chloroplast,genus,9999.0,Unknown,1685852.0,3,4,0,0,Eukaryota,,,Euglenozoa,,,Euglenida,Euglenophyceae,,,Euglenales,,,,,Euglenaceae,,,,Euglena,,Euglena cf. velata JIK-2015,,,Spirocuta,,,,,,,
Euglena_carterae:plas.Chloroplast,genus,9999.0,Unknown,216133.0,2,5,0,0,Eukaryota,,,Euglenozoa,,,Euglenida,Euglenophyceae,,,Euglenales,,,,,Euglenaceae,,,,Euglena,,Euglena carterae,,,Spirocuta,,,,,,,
Euglena_cantabrica:plas.Chloroplast,genus,9999.0,Unknown,167850.0,3,17,0,0,Eukaryota,,,Euglenozoa,,,Euglenida,Euglenophyceae,,,Euglenales,,,,,Euglenaceae,,,,Euglena,,Euglena cantabrica,,,Spirocuta,,,,,,,
Euglena_agilis:plas.Chloroplast,genus,9999.0,Unknown,96764.0,5,7,0,0,Eukaryota,,,Euglenozoa,,,Euglenida,Euglenophyceae,,,Euglenales,,,,,Euglenaceae,,,,Euglena,,Euglena agilis,,,Spirocuta,,,,,,,
Eucheuma_denticulatum.Mitochondria,genus,9999.0,Unknown,305493.0,5,22,0,0,Eukaryota,,,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,,Gigartinales,,,,,Solieriaceae,,,,Eucheuma,,Eucheuma denticulatum,,,,,,,,,,
Ettlia_oleoabundans.Chloroplast,genus,9999.0,Unknown,1127754.0,3,25,0,0,Eukaryota,Viridiplantae,,Chlorophyta,,,Chlorophyceae,,,,Chlamydomonadales,,,,,,,,,Ettlia,,Ettlia oleoabundans,,,CS clade,Chlamydomonadales incertae sedis,,,,,,
Erythrotrichia_carnea.Chloroplast,genus,9999.0,Unknown,35151.0,1,6,0,0,Eukaryota,,,Rhodophyta,,,Compsopogonophyceae,,,,Erythropeltidales,,,,,Erythrotrichiaceae,,,,Erythrotrichia,,Erythrotrichia carnea,,,,,,,,,,
Erythromicrobium,genus,9999.0,Unknown,35810.0,1,1,0,0,Bacteria,Pseudomonadati,,Pseudomonadota,,,Alphaproteobacteria,,,,Sphingomonadales,,,,,Erythrobacteraceae,,,,Erythromicrobium,,,,,,,,,,,,
Eremococcus,genus,9999.0,Unknown,308526.0,3,9,0,0,Eukaryota,Metazoa,,Arthropoda,Hexapoda,,Insecta,Pterygota,Neoptera,,Hemiptera,Sternorrhyncha,,,Coccoidea,Eriococcidae,,,,Eremococcus,,,,,Dicondylia,,Paraneoptera,,,,,
Ercella,genus,9999.0,Unknown,1649284.0,30,116,0,0,Bacteria,Bacillati,,Bacillota,,,Clostridia,,,,Eubacteriales,,,,,Oscillospiraceae,,,,Ercella,,,,,,,,,,,,
Equisetum_hyemale:plas.Chloroplast,genus,9999.0,Unknown,3262.0,1,1,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Polypodiopsida,Equisetidae,,,Equisetales,,,,,Equisetaceae,,,,Equisetum,,Equisetum hyemale,,,Euphyllophyta,,,,,,,
Equisetum_arvense_(field_horsetail).Mitochondria,genus,9999.0,Unknown,,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epipyxis_sp._PR26KG.Chloroplast,genus,9999.0,Unknown,1825121.0,5,84,0,0,Eukaryota,,,,,,Chrysophyceae,,,,Chromulinales,,,,,Dinobryaceae,,,,Epipyxis,,Epipyxis sp. PR26KG,,,Ochrophyta,unclassified Epipyxis,,,,,,
Epipogium_roseum.Chloroplast,genus,9999.0,Unknown,556037.0,1,2,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Magnoliopsida,Petrosaviidae,,,Asparagales,,,,,Orchidaceae,Epidendroideae,Nervilieae,Epipogiinae,Epipogium,,Epipogium roseum,,,Liliopsida,,,,,,,
Epidermophyton_floccosum.Mitochondria,genus,9999.0,Unknown,34391.0,2,2,0,0,Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,,Eurotiomycetes,Eurotiomycetidae,,,Onygenales,,,,,Arthrodermataceae,,,,Epidermophyton,,Epidermophyton floccosum,,,leotiomyceta,,,,,,,
Eosphagnum_rigescens.Mitochondria,genus,9999.0,Unknown,1846180.0,1,1,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Sphagnopsida,,,,Sphagnales,,,,,Ambuchananiaceae,,,,Eosphagnum,,Eosphagnum rigescens,,,Sphagnophytina,,,,,,,
Eosphagnum_rigescens.Chloroplast,genus,9999.0,Unknown,1846180.0,1,2,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Sphagnopsida,,,,Sphagnales,,,,,Ambuchananiaceae,,,,Eosphagnum,,Eosphagnum rigescens,,,Sphagnophytina,,,,,,,
Entransia_fimbriata:plas.Chloroplast,genus,9999.0,Unknown,130991.0,14,39,0,0,Eukaryota,Viridiplantae,,Streptophyta,,,Klebsormidiophyceae,,,,Entransiales,,,,,Entransiaceae,,,,Entransia,,Entransia fimbriata,,,,,,,,,,
Ensete_ventricosum.Chloroplast,genus,9999.0,Unknown,4639.0,1,5,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Magnoliopsida,Petrosaviidae,,,Zingiberales,,,,,Musaceae,,,,Ensete,,Ensete ventricosum,,,commelinids,,,,,,,
Emiliania_huxleyi:plas.Chloroplast,genus,9999.0,Unknown,2903.0,2,23,0,0,Eukaryota,,,Haptophyta,,,,,,,Isochrysidales,,,,,Noelaerhabdaceae,,,,Emiliania,,Emiliania huxleyi,,,Prymnesiophyceae,,,,,,,
Embryophyceae_XXX_sp.:plas.Chloroplast,genus,9999.0,Unknown,,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elysia_cornigera.Chloroplast,genus,9999.0,Unknown,698696.0,1,5,0,0,Eukaryota,Metazoa,,Mollusca,,,Gastropoda,Heterobranchia,,,,,,,Placobranchoidea,Plakobranchidae,,,,Elysia,,Elysia cornigera,,,Sacoglossa,,,,,,,
Elliptochloris_bilobata.Chloroplast,genus,9999.0,Unknown,381761.0,7,27,0,0,Eukaryota,Viridiplantae,,Chlorophyta,,,Trebouxiophyceae,,,,,,,,,,,,,Elliptochloris,,Elliptochloris bilobata,,,Elliptochloris clade,Trebouxiophyceae incertae sedis,,,,,,
Elaeis_guineensis_(African_oil_palm).Mitochondria,genus,9999.0,Unknown,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eimeria6_nieschulzi:apic.Apicoplast,genus,9999.0,Unknown,,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eimeria1_tenella:apic.Apicoplast,genus,9999.0,Unknown,,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eimeria1_meleagrimitis:apic.Apicoplast,genus,9999.0,Unknown,,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehretia_acuminata:plas.Chloroplast,genus,9999.0,Unknown,163079.0,1,1,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Magnoliopsida,,,,Boraginales,,,,,Ehretiaceae,,,,Ehretia,,Ehretia acuminata,,,lamiids,,,,,,,
Edwardsiella,genus,9999.0,Unknown,132406.0,9,176,0,0,Eukaryota,Metazoa,,Cnidaria,,,Anthozoa,Hexacorallia,,,Actiniaria,,,,,Edwardsiidae,,,,Edwardsiella,,,,,Eumetazoa,,,,,,,
Edaphochlorella_mirabilis.Chloroplast,genus,9999.0,Unknown,3083.0,1,1,0,0,Eukaryota,Viridiplantae,,Chlorophyta,,,Trebouxiophyceae,,,,Prasiolales,,,,,Prasiolaceae,,,,Edaphochlorella,,Edaphochlorella mirabilis,,,core chlorophytes,,,,,,,
Edaphobaculum,genus,9999.0,Unknown,2039714.0,218,822,0,0,Bacteria,Pseudomonadati,,Bacteroidota,,,Chitinophagia,,,,Chitinophagales,,,,,Chitinophagaceae,,,,Edaphobaculum,,,,,Bacteroidota/Chlorobiota group,,,,,,,
Ectocarpus_siliculosus:plas.Chloroplast,genus,9999.0,Unknown,2880.0,1,1,0,0,Eukaryota,,,,,,Phaeophyceae,,,,Ectocarpales,,,,,Ectocarpaceae,,,,Ectocarpus,,Ectocarpus siliculosus,,,PX clade,,,,,,,
Echinochloa_colona.Mitochondria,genus,9999.0,Unknown,90396.0,159,869,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Magnoliopsida,Petrosaviidae,,,Poales,,,,,Poaceae,Panicoideae,Paniceae,Boivinellinae,Echinochloa,,Echinochloa colona,,,PACMAD clade,Panicodae,,,,,,
Dunaliella_tertiolecta:plas.Chloroplast,genus,9999.0,Unknown,3047.0,11,82,0,0,Eukaryota,Viridiplantae,,Chlorophyta,,,Chlorophyceae,,,,Chlamydomonadales,,,,,Dunaliellaceae,,,,Dunaliella,,Dunaliella tertiolecta,,,CS clade,,,,,,,
Dunaliella_sp.:plas.Chloroplast,genus,9999.0,Unknown,,8,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunaliella_salina:plas.Chloroplast,genus,9999.0,Unknown,3046.0,7,16,0,0,Eukaryota,Viridiplantae,,Chlorophyta,,,Chlorophyceae,,,,Chlamydomonadales,,,,,Dunaliellaceae,,,,Dunaliella,,Dunaliella salina,,,CS clade,,,,,,,
Dumontia_simplex.Mitochondria,genus,9999.0,Unknown,142491.0,5,19,0,0,Eukaryota,,,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,,Gigartinales,,,,,Dumontiaceae,,,,Dumontia,,Dumontia simplex,,,,,,,,,,
Drosera_rotundifolia.Chloroplast,genus,9999.0,Unknown,173423.0,1,2,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Magnoliopsida,,,,Caryophyllales,,,,,Droseraceae,,,,Drosera,,Drosera rotundifolia,,,Pentapetalae,,,,,,,
Dorcoceras_hygrometricum.Mitochondria,genus,9999.0,Unknown,472368.0,1,2,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Magnoliopsida,,,,Lamiales,,,,,Gesneriaceae,Didymocarpoideae,Trichosporeae,Loxocarpinae,Dorcoceras,,Dorcoceras hygrometricum,,,lamiids,,,,,,,
Dolichomastix_tenuilepis:plas.Chloroplast,genus,9999.0,Unknown,195969.0,9,23,0,0,Eukaryota,Viridiplantae,,Chlorophyta,,,Mamiellophyceae,,,,Dolichomastigales,,,,,Dolichomastigaceae,,,,Dolichomastix,,Dolichomastix tenuilepis,,,,,,,,,,
Ditylum_brightwellii:plas.Chloroplast,genus,9999.0,Unknown,49249.0,4,29,0,0,Eukaryota,,,Bacillariophyta,,,Mediophyceae,Lithodesmiophycidae,,,Lithodesmiales,,,,,Lithodesmiaceae,,,,Ditylum,,Ditylum brightwellii,,,Ochrophyta,,,,,,,
Discoplastis_spathirhyncha:plas.Chloroplast,genus,9999.0,Unknown,215771.0,1,1,0,0,Eukaryota,,,Euglenozoa,,,Euglenida,Euglenophyceae,,,Euglenales,,,,,Phacaceae,,,,Discoplastis,,Discoplastis spathirhyncha,,,Spirocuta,,,,,,,
Discoplastis_sp._Banmun010910B.Chloroplast,genus,9999.0,Unknown,1685840.0,1,2,0,0,Eukaryota,,,Euglenozoa,,,Euglenida,Euglenophyceae,,,Euglenales,,,,,Phacaceae,,,,Discoplastis,,Discoplastis sp. Banmun010910B,,,Spirocuta,unclassified Discoplastis,,,,,,
Diplostephium_hartwegii.Mitochondria,genus,9999.0,Unknown,1716017.0,1,1,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Magnoliopsida,,,,Asterales,,,,,Asteraceae,Asteroideae,Astereae,,Diplostephium,,Diplostephium hartwegii,,,South American lineages,,,,,,,
Diplazium_pycnocarpon.Mitochondria,genus,9999.0,Unknown,86699.0,1,11,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Polypodiopsida,Polypodiidae,,,Polypodiales,Aspleniineae,,,,Diplaziopsidaceae,,,,Homalosorus,,Homalosorus pycnocarpos,,,Euphyllophyta,,,,,,,
Diphasiastrum_digitatum.Mitochondria,genus,9999.0,Unknown,13841.0,1,1,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Lycopodiopsida,,,,Lycopodiales,,,,,Lycopodiaceae,Lycopodioideae,,,Diphasiastrum,,Diphasiastrum digitatum,,,Tracheophyta,,,,,,,
Dioscorea_oppositifolia:plas.Chloroplast,genus,9999.0,Unknown,569628.0,1,1,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Magnoliopsida,Petrosaviidae,,,Dioscoreales,,,,,Dioscoreaceae,,,,Dioscorea,,Dioscorea oppositifolia,,,Liliopsida,,,,,,,
Dinobryon_sp._LO226KS.Chloroplast,genus,9999.0,Unknown,1825119.0,42,189,0,0,Eukaryota,,,,,,Chrysophyceae,,,,Chromulinales,,,,,Dinobryaceae,,,,Dinobryon,,Dinobryon sp. LO226KS,,,Ochrophyta,unclassified Dinobryon,,,,,,
Didymosphenia_geminata.Chloroplast,genus,9999.0,Unknown,1115533.0,1,1,0,0,Eukaryota,,,Bacillariophyta,,,Bacillariophyceae,,,,Cymbellales,,,,,Gomphonemataceae,,,,Didymosphenia,,Didymosphenia geminata,,,Bacillariophycidae,,,,,,,
Dictyochophyceae_XXX_sp.:plas.Chloroplast,genus,9999.0,Unknown,,18,278,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dicloster_acuatus.Chloroplast,genus,9999.0,Unknown,91190.0,3,5,0,0,Eukaryota,Viridiplantae,,Chlorophyta,,,Trebouxiophyceae,,,,Chlorellales,,,,,Chlorellaceae,,,,Dicloster,,Dicloster acuatus,,,core chlorophytes,,,,,,,
Desulfovirga,genus,9999.0,Unknown,149711.0,18,52,0,0,Bacteria,Pseudomonadati,,Thermodesulfobacteriota,,,Syntrophobacteria,,,,Syntrophobacterales,,,,,Syntrophobacteraceae,,,,Desulfovirga,,,,,,,,,,,,
Desulfosporomusa,genus,9999.0,Unknown,292492.0,1,4,0,0,Bacteria,Bacillati,,Bacillota,,,Negativicutes,,,,Selenomonadales,,,,,Sporomusaceae,,,,Desulfosporomusa,,,,,,,,,,,,
Desulfonatronobacter,genus,9999.0,Unknown,1417297.0,9,22,0,0,Bacteria,Pseudomonadati,,Thermodesulfobacteriota,,,Desulfobacteria,,,,Desulfobacterales,,,,,Desulfosalsimonadaceae,,,,Desulfonatronobacter,,,,,,,,,,,,
Desulfohalotomaculum,genus,9999.0,Unknown,2282743.0,15,40,0,0,Bacteria,Bacillati,,Bacillota,,,Clostridia,,,,Eubacteriales,,,,,Peptococcaceae,,,,Desulfohalotomaculum,,,,,,,,,,,,
Desulfohalophilus,genus,9999.0,Unknown,1206750.0,1,1,0,0,Bacteria,Pseudomonadati,,Thermodesulfobacteriota,,,Desulfovibrionia,,,,Desulfovibrionales,,,,,Desulfohalobiaceae,,,,Desulfohalophilus,,,,,,,,,,,,
Desulfofrigus,genus,9999.0,Unknown,109166.0,11,27,0,0,Bacteria,Pseudomonadati,,Thermodesulfobacteriota,,,Desulfobacteria,,,,Desulfobacterales,,,,,Desulfobacteraceae,,,,Desulfofrigus,,,,,,,,,,,,
Desulfofabaceae,family,9999.0,Unknown,2904606.0,7,21,0,0,Bacteria,Pseudomonadati,,Thermodesulfobacteriota,,,Desulfobacteria,,,,Desulfobacterales,,,,,Desulfofabaceae,,,,,,,,,,,,,,,,
Desulfofaba,genus,9999.0,Unknown,109169.0,7,21,0,0,Bacteria,Pseudomonadati,,Thermodesulfobacteriota,,,Desulfobacteria,,,,Desulfobacterales,,,,,Desulfofabaceae,,,,Desulfofaba,,,,,,,,,,,,
Desulfoconvexum,genus,9999.0,Unknown,1649264.0,26,94,0,0,Bacteria,Pseudomonadati,,Thermodesulfobacteriota,,,Desulfobacteria,,,,Desulfobacterales,,,,,Desulfobacteraceae,,,,Desulfoconvexum,,,,,,,,,,,,
Desulfocella,genus,9999.0,Unknown,89342.0,10,31,0,0,Bacteria,Pseudomonadati,,Thermodesulfobacteriota,,,Desulfobacteria,,,,Desulfobacterales,,,,,Desulfobacteraceae,,,,Desulfocella,,,,,,,,,,,,
Desulfoarculus,genus,9999.0,Unknown,48002.0,2,3,0,0,Bacteria,Pseudomonadati,,Thermodesulfobacteriota,,,Desulfobacteria,,,,Desulfobacterales,,,,,Desulfoarculaceae,,,,Desulfoarculus,,,,,,,,,,,,
Desmochloris_halophila:plas.Chloroplast,genus,9999.0,Unknown,138176.0,7,17,0,0,Eukaryota,Viridiplantae,,Chlorophyta,,,Ulvophyceae,,,,Chlorocystidales,,,,,Chlorocystidaceae,,,,Desmochloris,,Desmochloris halophila,,,core chlorophytes,,,,,,,
Desmarestia_viridis.Chloroplast,genus,9999.0,Unknown,62313.0,1,9,0,0,Eukaryota,,,,,,Phaeophyceae,,,,Desmarestiales,,,,,Desmarestiaceae,,,,Desmarestia,,Desmarestia viridis,,,PX clade,,,,,,,
Desertibacter,genus,9999.0,Unknown,1400063.0,4,8,0,0,Bacteria,Pseudomonadati,,Pseudomonadota,,,Alphaproteobacteria,,,,Rhodospirillales,,,,,Azospirillaceae,,,,Desertibacter,,,,,,,,,,,,
Dermonema_virens.Chloroplast,genus,9999.0,Unknown,1077399.0,1,1,0,0,Eukaryota,,,Rhodophyta,,,Florideophyceae,Nemaliophycidae,,,Nemaliales,,,,,Liagoraceae,,,,Dermonema,,Dermonema virens,,,,,,,,,,
Dermocarpella,genus,9999.0,Unknown,54302.0,1,1,0,0,Bacteria,Bacillati,,Cyanobacteriota,,,Cyanophyceae,,,,Pleurocapsales,,,,,Dermocarpellaceae,,,,Dermocarpella,,,,,Cyanobacteriota/Melainabacteria group,,,,,,,
Derbesia_sp._WEST4838.Chloroplast,genus,9999.0,Unknown,1847751.0,2,16,0,0,Eukaryota,Viridiplantae,,Chlorophyta,,,Ulvophyceae,,,,Bryopsidales,Bryopsidineae,,,,Derbesiaceae,,,,Derbesia,,Derbesia sp. WEST4838,,,TCBD clade,unclassified Derbesia,,,,,,
Dehalobium,genus,9999.0,Unknown,391607.0,9,22,0,0,Bacteria,Bacillati,,Chloroflexota,,,Chloroflexia,,,,Chloroflexales,,,,,,,,,Dehalobium,,,,,,Chloroflexales incertae sedis,,,,,,
Dechlorospirillum,genus,9999.0,Unknown,100867.0,2,20,0,0,Bacteria,Pseudomonadati,,Pseudomonadota,,,Alphaproteobacteria,,,,Rhodospirillales,,,,,Rhodospirillaceae,,,,Dechlorospirillum,,,,,,,,,,,,
Dechlorobacter,genus,9999.0,Unknown,1472673.0,15,32,0,0,Bacteria,Pseudomonadati,,Pseudomonadota,,,Betaproteobacteria,,,,Rhodocyclales,,,,,Rhodocyclaceae,,,,Dechlorobacter,,,,,,,,,,,,
Dapisostemonaceae,family,9999.0,Unknown,1914257.0,1,2,0,0,Bacteria,Bacillati,,Cyanobacteriota,,,Cyanophyceae,,,,Nostocales,,,,,Dapisostemonaceae,,,,,,,,,Cyanobacteriota/Melainabacteria group,,,,,,,
Dapisostemon,genus,9999.0,Unknown,1914256.0,1,2,0,0,Bacteria,Bacillati,,Cyanobacteriota,,,Cyanophyceae,,,,Nostocales,,,,,Dapisostemonaceae,,,,Dapisostemon,,,,,Cyanobacteriota/Melainabacteria group,,,,,,,
Cyperus_alternifolius:plas.Chloroplast,genus,9999.0,Unknown,4611.0,1,2,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Magnoliopsida,Petrosaviidae,,,Poales,,,,,Cyperaceae,Cyperoideae,Cypereae,,Cyperus,Cyperus subgen. Cyperus,Cyperus alternifolius,,,C4 Cyperus,C4 Cyperus incertae sedis,,,,,,
Cynomorium_coccineum:plas.Chloroplast,genus,9999.0,Unknown,51503.0,1,2,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Magnoliopsida,,,,Saxifragales,,,,,Cynomoriaceae,,,,Cynomorium,,Cynomorium coccineum,,,Pentapetalae,,,,,,,
Cymbomonas_tetramitiformis:plas.Chloroplast,genus,9999.0,Unknown,36881.0,2,2,0,0,Eukaryota,Viridiplantae,,Chlorophyta,,,Pyramimonadophyceae,,,,Pyramimonadales,,,,,Pyramimonadaceae,,,,Cymbomonas,,Cymbomonas tetramitiformis,,,,,,,,,,
Cymbomonas_tetramitiformis.Mitochondria,genus,9999.0,Unknown,36881.0,4,17,0,0,Eukaryota,Viridiplantae,,Chlorophyta,,,Pyramimonadophyceae,,,,Pyramimonadales,,,,,Pyramimonadaceae,,,,Cymbomonas,,Cymbomonas tetramitiformis,,,,,,,,,,
Cymbomonas_tetramitiformis.Chloroplast,genus,9999.0,Unknown,36881.0,1,2,0,0,Eukaryota,Viridiplantae,,Chlorophyta,,,Pyramimonadophyceae,,,,Pyramimonadales,,,,,Pyramimonadaceae,,,,Cymbomonas,,Cymbomonas tetramitiformis,,,,,,,,,,
Cylindrocystis_brebissonii.Chloroplast,genus,9999.0,Unknown,102167.0,1,2,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Zygnematophyceae,Zygnematophycidae,,,Zygnematales,,,,,Mesotaeniaceae,,,,Cylindrocystis,,Cylindrocystis brebissonii,,,,,,,,,,
Cyclotella_sp._L04_2.Chloroplast,genus,9999.0,Unknown,,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyanospira,genus,9999.0,Unknown,3399578.0,1,2,0,0,Bacteria,Bacillati,,Cyanobacteriota,,,Cyanophyceae,,,,Nostocales,,,,,Nodulariaceae,,,,Neocyanospira,,,,,Cyanobacteriota/Melainabacteria group,,,,,,,
Cyanoptyche_gloeocystis:plas.Chloroplast,genus,9999.0,Unknown,77922.0,1,1,0,0,Eukaryota,,,,,,Glaucocystophyceae,,,,,,,,,,,,,Cyanoptyche,,Cyanoptyche gloeocystis,,,,Glaucocystophyceae incertae sedis,,,,,,
Cyanophora_paradoxa:plas.Chloroplast,genus,9999.0,Unknown,2762.0,1,1,0,0,Eukaryota,,,,,,Glaucocystophyceae,,,,Cyanophorales,,,,,Cyanophoraceae,,,,Cyanophora,,Cyanophora paradoxa,,,,,,,,,,
Cyanoarbor,genus,9999.0,Unknown,1850990.0,1,1,0,0,Bacteria,Bacillati,,Cyanobacteriota,,,Cyanophyceae,Oscillatoriophycideae,,,Chroococcales,,,,,Entophysalidaceae,,,,Cyanoarbor,,,,,Cyanobacteriota/Melainabacteria group,,,,,,,
Cuscuta_pentagona.Mitochondria,genus,9999.0,Unknown,112407.0,1,3,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Magnoliopsida,,,,Solanales,,,,,Convolvulaceae,,Cuscuteae,,Cuscuta,Cuscuta subgen. Grammica,Cuscuta pentagona,,,lamiids,,,Cuscuta sect. Cleistogrammica,,,,
Cryptomonas_curvata:plas.Chloroplast,genus,9999.0,Unknown,233186.0,8,24,0,0,Eukaryota,,,,,,Cryptophyceae,,,,Cryptomonadales,,,,,Cryptomonadaceae,,,,Cryptomonas,,Cryptomonas curvata,,,,,,,,,,
Cryptomonas_curvata.Chloroplast,genus,9999.0,Unknown,233186.0,4,112,0,0,Eukaryota,,,,,,Cryptophyceae,,,,Cryptomonadales,,,,,Cryptomonadaceae,,,,Cryptomonas,,Cryptomonas curvata,,,,,,,,,,
Cryptomonadales_XX_sp.:plas.Chloroplast,genus,9999.0,Unknown,,5,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryptoglena_sp.:plas.Chloroplast,genus,9999.0,Unknown,,3,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryptanaerobacter,genus,9999.0,Unknown,290184.0,24,88,0,0,Bacteria,Bacillati,,Bacillota,,,Clostridia,,,,Eubacteriales,,,,,Desulfotomaculaceae,,,,Cryptanaerobacter,,,,,,,,,,,,
Crustomastix_stigmatica:plas.Chloroplast,genus,9999.0,Unknown,195967.0,12,19,0,0,Eukaryota,Viridiplantae,,Chlorophyta,,,Mamiellophyceae,,,,Dolichomastigales,,,,,Crustomastigaceae,,,,Crustomastix,,Crustomastix stigmatica,,,,,,,,,,
Cristispira,genus,9999.0,Unknown,44757.0,5,7,0,0,Bacteria,Pseudomonadati,,Spirochaetota,,,Spirochaetia,,,,Spirochaetales,,,,,Borreliaceae,,,,Cristispira,,,,,,,,,,,,
Coxiella,genus,9999.0,Unknown,1260513.0,431,955,0,0,Eukaryota,Metazoa,,Mollusca,,,Gastropoda,Caenogastropoda,,,Littorinimorpha,,,,Truncatelloidea,Pomatiopsidae,Pomatiopsinae,,,Coxiella,,,,,Lophotrochozoa,,,,,,,
Cosmarium_botrytis:plas.Chloroplast,genus,9999.0,Unknown,33101.0,1,2,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Zygnematophyceae,Zygnematophycidae,,,Desmidiales,,,,,Desmidiaceae,,,,Cosmarium,,Cosmarium botrytis,,,,,,,,,,
Cosenzaea,genus,9999.0,Unknown,1354333.0,2,3,0,0,Bacteria,Pseudomonadati,,Pseudomonadota,,,Gammaproteobacteria,,,,Enterobacterales,,,,,Morganellaceae,,,,Cosenzaea,,,,,,,,,,,,
Coscinodiscus_radiatus.Chloroplast,genus,9999.0,Unknown,33642.0,3,17,0,0,Eukaryota,,,Bacillariophyta,,,Coscinodiscophyceae,Coscinodiscophycidae,,,Coscinodiscales,,,,,Coscinodiscaceae,,,,Coscinodiscus,,Coscinodiscus radiatus,,,Ochrophyta,,,,,,,
Corynaea_crassa:plas.Chloroplast,genus,9999.0,Unknown,50121.0,2,98,0,0,Eukaryota,Viridiplantae,,Streptophyta,Streptophytina,,Magnoliopsida,,,,Santalales,,,,,Balanophoraceae,,,,Corynaea,,Corynaea crassa,,,Pentapetalae,,,,,,,
Cordyceps_tenuipes.Mitochondria,genus,9999.0,Unknown,45847.0,4,17,0,0,Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,,Hypocreales,,,,,Cordycipitaceae,,,,Cordyceps,,Cordyceps tenuipes,,,sordariomyceta,,,,,,,
Cordyceps_militaris.Mitochondria,genus,9999.0,Unknown,73501.0,3,6,0,0,Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,,Hypocreales,,,,,Cordycipitaceae,,,,Cordyceps,,Cordyceps militaris,,,sordariomyceta,,,,,,,
